protein,SIMmin_7CUT0,SIMmax_7CUT0,SIMavg_7CUT0,SIMavgT5_7CUT0,SIMmin_7CUT1,SIMmax_7CUT1,SIMavg_7CUT1,SIMavgT5_7CUT1,SIMmin_7CUT2,SIMmax_7CUT2,SIMavg_7CUT2,SIMavgT5_7CUT2,SIMmin_7CUT3,SIMmax_7CUT3,SIMavg_7CUT3,SIMavgT5_7CUT3,SIMmin_7CUT4,SIMmax_7CUT4,SIMavg_7CUT4,SIMavgT5_7CUT4,SIMmin_7CUT5,SIMmax_7CUT5,SIMavg_7CUT5,SIMavgT5_7CUT5,SIMmin_7CUT6,SIMmax_7CUT6,SIMavg_7CUT6,SIMavgT5_7CUT6,SIMmin_7CUT7,SIMmax_7CUT7,SIMavg_7CUT7,SIMavgT5_7CUT7
GPR84_HUMAN,9.9,41.52,30.949999999999996,40.690000000000005,0.48,55.56,11.255753176043555,52.224000000000004,8.37,63.16,44.600850077279816,61.842,13.43,64.86,49.66182380216372,63.50999999999999,12.17,53.95,40.03381761978365,52.42999999999999,8.97,30.86,18.214559505409593,30.486,6.11,64.58,43.43690880989181,62.08399999999999,,,,
GPR88_HUMAN,11.29,41.4,32.18684698608966,41.148,1.71,42.31,16.61889999999998,40.142,6.88,62.26,42.147125193199436,61.339999999999996,13.24,57.14,40.968918083462306,56.426,13.9,52.46,38.89530139103557,51.54600000000001,13.38,37.86,23.5786398763524,36.803999999999995,6.46,62.0,42.161452859350874,59.6,0.77,52.94,15.998661844484634,51.763999999999996
GRM1_HUMAN,8.83,52.25,12.393353941267382,46.826,1.0,95.0,8.73855500821018,76.4,4.64,57.52,10.09047913446677,52.498000000000005,11.04,33.9,17.926723338485417,32.0,15.38,76.51,22.209459041731048,64.29599999999999,12.39,80.0,23.948186046511577,67.082,4.79,90.21,10.728253477588883,58.14799999999999,0.39,23.56,3.2857272727272666,18.598000000000003
GRM1_MOUSE,8.99,65.27,12.562395672333846,51.242,1.0,95.0,8.421986644407344,65.60999999999999,6.75,97.79,11.852627511591955,70.402,10.23,99.42,19.16049459041721,61.85,14.57,78.0,21.28080370942808,66.6,12.39,80.0,23.948186046511577,67.082,3.44,29.7,7.221947449768145,28.192,0.54,25.54,3.5952075471698155,21.432
GRM1_RAT,9.26,65.27,12.752395672333824,54.39399999999999,1.0,95.0,8.421986644407344,65.60999999999999,6.75,97.79,11.841313755795976,70.488,10.23,99.42,19.160185471406386,61.508,13.65,72.08,21.84296754250388,55.802,12.39,80.0,23.948186046511577,67.082,4.79,90.21,10.720602782071111,59.38199999999999,0.38,21.94,2.745833333333345,18.284
GRM2_HUMAN,13.02,71.98,17.031298299845474,51.379999999999995,1.2,30.0,7.904330578512411,27.419999999999998,6.72,71.9,12.393601236476075,55.39200000000001,12.58,90.91,23.46129829984543,59.822,15.07,48.48,21.262445820433406,45.884,10.43,64.96,20.851978361669232,63.761999999999986,8.08,84.76,17.663554868624452,65.202,2.13,95.74,15.55294332723945,50.093999999999994
GRM2_RAT,12.71,71.98,17.079799072642956,53.552,1.52,61.64,9.828971807628509,51.146,6.72,72.73,11.746707882534752,60.934000000000005,13.21,90.91,23.91449768160736,58.870000000000005,15.07,48.48,21.262445820433406,45.884,11.62,60.0,20.365177743431243,55.081999999999994,8.08,85.58,17.651205564142213,73.936,2.13,95.74,15.226703296703255,48.879999999999995
GRM3_HUMAN,12.13,68.45,16.43140649149925,50.926,1.28,33.0,9.4017483660131,30.488,6.56,71.9,12.11704791344665,54.574,11.59,85.19,20.654281298299804,59.279999999999994,13.55,60.14,20.21383307573414,56.355999999999995,8.43,96.26,21.89074188562604,62.044000000000004,7.39,85.58,17.0660835913313,63.089999999999996,2.0,98.0,15.06137362637363,50.4
GRM3_RAT,12.33,68.45,16.51672333848532,53.931999999999995,1.37,61.64,9.231761744966454,52.94199999999999,6.83,72.73,12.033802163833045,59.624,12.05,85.19,21.144142194744973,58.798,13.41,52.12,20.567774343122082,45.934,8.4,96.26,21.59897990726432,61.772000000000006,7.39,85.58,17.0660835913313,63.089999999999996,2.0,98.0,15.333626373626373,51.2
GRM4_HUMAN,12.09,72.45,16.688052550231852,63.866,1.08,65.59,7.331061359867321,41.378,6.01,61.44,12.364003091190114,56.260000000000005,14.97,63.69,21.344157650695497,57.09400000000001,14.18,95.27,22.036676970633703,84.546,9.23,88.89,21.20386398763521,85.072,8.26,97.25,17.774520123839103,89.88199999999999,1.92,98.08,14.988999999999978,85.77199999999999
GRM4_RAT,11.81,79.51,16.449690880989184,67.838,1.2,63.86,7.5827076411960315,54.215999999999994,6.83,86.48,11.82301391035545,64.982,13.5,76.36,20.342241112828447,60.626,14.18,95.27,22.125857805255034,84.30199999999999,9.44,72.73,21.07826893353934,66.21400000000001,8.26,97.25,17.774520123839103,89.88199999999999,1.92,98.08,15.049709090909074,86.53999999999999
GRM5_HUMAN,8.58,56.45,12.56449768160742,47.028,1.11,67.35,8.815466666666664,51.261999999999986,5.88,67.48,11.949057187017004,57.354000000000006,11.24,63.59,18.80885625965984,48.74,14.67,76.51,21.51879256965945,58.46,13.27,80.0,24.31458914728679,67.596,4.42,44.27,10.37468315301393,42.858,0.34,15.5,3.035313653136536,14.331999999999999
GRM5_MOUSE,8.81,92.9,12.82285935085009,60.233999999999995,1.11,67.35,8.815466666666664,51.261999999999986,7.05,97.75,12.570989180834633,72.04400000000001,10.34,93.64,18.985270479134353,63.94,14.67,76.51,21.51879256965945,58.46,13.27,80.0,24.31458914728679,67.596,4.26,91.75,10.552720247295222,58.455999999999996,0.36,97.48,2.9036861313868685,34.384
GRM5_RAT,8.79,92.9,12.66712519319938,60.260000000000005,1.11,67.35,8.815466666666664,51.261999999999986,7.05,97.75,12.559598145285944,72.114,11.05,93.64,18.884343122102,63.166,13.73,78.0,20.460942812982978,67.682,13.27,80.0,24.31458914728679,67.596,4.26,91.75,10.54253477588873,59.698,0.36,97.48,2.9008394160584015,35.077999999999996
GRM6_HUMAN,12.3,63.17,16.537650695517772,55.366,1.06,50.5,8.022807881773396,38.245999999999995,6.61,61.44,12.071097372488412,53.041999999999994,14.12,86.63,21.096924265842286,59.366,13.82,86.75,20.768608964451307,76.86,9.4,98.29,19.12888717156107,82.992,7.26,58.51,24.361931993817628,49.660000000000004,1.61,33.87,14.730256410256432,32.634
GRM6_RAT,11.69,65.26,16.692272024729544,61.507999999999996,1.49,56.25,10.183239202657793,53.54600000000001,5.62,66.54,12.005765069551764,59.879999999999995,12.94,86.63,20.582967542503784,60.388,14.29,86.75,21.691190108191623,79.63,9.68,98.29,19.21058732612057,82.32600000000001,6.63,78.9,19.624451313755863,77.08200000000002,2.05,37.21,14.628055045871545,33.442
GRM7_HUMAN,11.15,76.35,15.824265842349279,65.076,1.45,28.99,9.996036484245433,28.93,6.18,73.8,11.770139103554856,54.354000000000006,10.47,63.1,17.433848531684674,53.720000000000006,13.48,98.63,22.167928902627498,86.412,7.75,89.74,19.18080495356035,84.824,7.34,98.17,17.345285935085116,94.612,1.92,80.77,14.013278688524556,71.78599999999999
GRM7_RAT,11.35,76.35,16.15851622874808,68.234,1.2,62.65,8.545673876871886,55.664,6.53,73.8,12.380772797527051,62.258,11.98,63.1,19.300030911901118,54.839999999999996,14.23,98.63,22.171700154559492,86.14000000000001,7.75,89.74,19.18080495356035,84.824,7.34,98.17,17.470030911901194,91.848,1.92,80.77,14.013278688524556,71.78599999999999
GRM8_HUMAN,11.98,73.37,16.373044822256578,67.6,1.11,65.59,7.900033333333343,42.396,6.44,62.31,12.275162287480686,58.053999999999995,13.33,72.99,20.758547140649114,61.35,12.69,97.96,21.371731066460548,85.7,9.23,98.29,20.64129829984544,88.66,7.34,98.17,17.366800618238138,95.348,1.92,86.54,14.640910746812347,75.00200000000001
GRM8_RAT,11.98,79.51,16.52896445131378,71.1,1.25,63.86,8.576064189189186,57.062,6.58,86.48,12.084791344667709,68.69000000000001,13.25,76.36,21.144667697063362,62.136,12.73,97.96,21.506491499227216,85.62799999999999,9.23,98.29,20.6710973724884,89.16600000000001,7.34,98.17,17.491514683153124,92.55600000000001,1.92,86.54,14.640910746812347,75.00200000000001
GRPR_HUMAN,11.44,66.83,37.06542503863985,60.83399999999999,1.53,47.62,17.81894824707848,47.62,8.5,64.62,42.57760432766607,63.388,14.36,90.41,50.930834621329176,87.122,16.14,81.01,40.98046367851613,69.26599999999999,10.11,82.61,35.384822256568725,81.398,6.11,66.67,42.27394126738793,60.678,1.96,48.39,18.142077205882412,41.291999999999994
H9EUW9_MACMU,11.2,96.86,34.92112828438949,84.06400000000001,2.5,97.37,17.245771144278613,66.106,6.69,98.11,44.10174652241111,83.78,14.29,97.14,44.5541885625965,92.094,11.06,98.51,41.06959814528597,94.02799999999999,10.98,80.88,33.71624223602486,67.694,5.73,95.92,42.90270186335402,68.98,2.05,97.5,14.328638838475493,61.306
HCAR1_HUMAN,10.82,77.72,34.93746522411127,72.968,1.06,34.78,12.636835664335688,32.17,6.69,83.33,43.019845440494635,76.748,14.36,94.44,50.7667387944359,91.668,14.18,94.29,39.827557959814555,86.00200000000001,8.7,71.43,30.62539412673877,65.28,8.4,93.88,41.34584234930447,85.862,1.61,62.16,14.3360288808664,52.056
HCAR1_MOUSE,10.55,82.42,36.26024729520864,75.62000000000002,0.45,28.57,6.273822843822844,26.048000000000002,8.61,89.29,46.64326120556411,84.83800000000001,14.36,97.22,52.9460587326121,92.502,13.04,94.29,39.698145285935084,83.998,9.85,71.43,33.72862442040183,66.382,8.02,93.88,41.140417310664496,84.654,1.08,85.29,14.512413162705684,51.104000000000006
HCAR2_HUMAN,11.19,85.28,36.43204018547138,76.47999999999999,1.14,47.06,11.494836488812401,38.858,7.53,98.21,46.41723338485317,88.40599999999999,13.37,95.83,53.47933539412689,92.49799999999999,12.61,94.29,39.46341576506956,75.196,10.31,93.65,35.079412673879425,79.19000000000001,6.17,89.8,40.13863777089773,79.006,2.56,71.05,14.715842490842492,54.040000000000006
HCAR2_MOUSE,11.06,89.54,36.180463678516226,75.05600000000001,0.41,47.06,12.75799319727891,41.156,7.95,98.21,46.38035603715169,83.85199999999999,13.37,97.22,52.42754250386412,91.66600000000001,12.88,74.03,39.5122720247295,66.234,10.31,92.06,35.34057187017003,77.0,6.17,89.8,37.52229102167185,79.006,2.39,94.74,15.511813186813189,56.604
HCAR2_RAT,11.19,89.54,36.652952086553334,75.824,0.82,44.44,13.444651952461802,36.336,7.95,98.21,46.38035603715169,83.85199999999999,13.37,97.22,52.960355486862504,90.554,13.04,87.14,41.73619783616696,75.376,10.0,92.06,35.05939721792894,76.624,6.17,89.8,37.52229102167185,79.006,2.39,94.74,15.588150183150178,55.24400000000001
HCAR3_HUMAN,11.52,85.28,35.1262905718702,72.726,0.51,43.75,10.696596119929458,33.214,7.11,89.47,46.0346213292118,82.992,13.37,95.83,53.26581143740343,90.83399999999999,12.61,94.29,40.817527047913494,77.376,10.0,93.65,35.0932148377126,78.79,6.17,89.8,40.13863777089773,79.006,1.59,59.68,12.040293040293047,40.970000000000006
HRH1_CAVPO,11.32,68.73,29.070154559505433,51.164,1.85,48.28,19.18322795341098,46.21,8.5,90.57,48.26055641421944,77.498,15.28,91.78,53.473384853168504,81.91600000000001,16.45,91.67,43.59972179289033,66.52799999999999,6.87,50.0,13.885239567233404,32.97,5.73,94.59,42.50698608964451,78.91600000000001,,,,
HRH1_HUMAN,10.35,68.73,28.614992272024693,51.05400000000001,0.81,36.0,14.206241496598647,35.942,8.06,90.57,47.57183925811438,77.52,15.48,91.78,54.26430340557268,79.724,15.15,91.67,43.83285935085017,66.656,6.97,50.0,13.4906800618238,34.312,6.11,94.59,42.50458204334363,74.224,,,,
HRH1_RAT,10.66,56.42,29.015873261205588,49.896,1.08,52.63,18.011669449081847,49.523999999999994,8.2,88.89,47.02882534775892,75.294,15.48,91.78,54.26430340557268,79.724,17.33,72.15,44.85174652241112,68.626,5.76,30.65,13.796877897990738,30.18,6.11,94.59,42.50458204334363,74.224,,,,
HRH2_CAVPO,12.18,86.76,38.48612055641422,63.483999999999995,0.51,77.78,10.393472485768504,47.708,8.79,92.86,51.97732612055644,79.828,14.55,97.22,53.81950540958247,82.00399999999999,14.16,67.07,41.29672333848539,60.122,11.44,98.36,33.85508500772796,71.474,6.87,91.84,48.16551777434311,77.56400000000001,2.5,85.0,16.307628676470586,54.972
HRH2_HUMAN,11.88,86.76,38.84485316846982,64.382,0.48,77.78,10.815757009345795,52.786,8.37,92.86,50.98268933539408,78.57,15.02,97.22,54.99085007727954,82.822,13.97,87.67,43.25782071097371,68.352,11.81,98.36,33.93739938080485,62.19,7.25,91.84,47.43227202472951,77.128,2.38,85.0,15.807949640287768,54.428
HRH2_RAT,12.18,85.68,38.48766615146824,63.160000000000004,0.48,45.45,8.80554913294798,39.996,9.21,85.71,49.983879443585785,75.57,14.55,93.24,54.34134466769701,81.478,13.97,87.67,43.35533230293673,67.614,11.81,98.36,33.93739938080485,62.19,7.63,91.84,47.189443585780424,76.978,2.5,80.0,15.522928176795578,52.746
HRH3_CAVPO,11.03,85.65,32.95723338485317,70.168,2.86,44.0,17.585830564784057,42.4,8.37,98.21,53.014420401854686,87.96799999999999,14.29,98.63,53.628173374612885,84.65599999999999,16.07,92.0,40.50767441860466,65.336,10.86,73.37,18.94034003091189,56.592000000000006,5.73,97.92,43.452163833075694,83.224,0.36,25.0,5.121484375000002,25.0
HRH3_HUMAN,10.94,94.61,33.00593508500772,74.086,2.43,95.83,17.88753719008265,65.24199999999999,8.79,98.21,53.04369969040247,84.116,14.29,98.63,53.628173374612885,84.65599999999999,16.07,92.0,40.50767441860466,65.336,10.8,88.76,18.917743431221034,63.508,6.11,97.92,44.04006182380216,83.208,0.36,25.0,5.121484375000002,25.0
HRH3_MOUSE,10.94,96.45,32.99258114374039,74.49,2.17,95.83,18.311421487603308,66.666,8.79,98.21,53.04369969040247,84.116,14.78,98.63,53.82678018575854,83.83399999999999,16.07,92.0,40.50767441860466,65.336,10.8,95.91,18.896058732612065,64.924,5.73,95.83,43.3535448916408,76.14,0.36,25.0,5.121484375000002,25.0
HRH3_RAT,10.94,96.45,33.256445131375614,73.796,1.54,95.83,17.527327868852463,64.166,8.79,96.49,53.83313755795974,88.26,14.78,98.63,53.82678018575854,83.83399999999999,15.93,92.0,41.966306027820714,80.2,11.36,95.91,19.075857805255023,63.872,5.73,95.83,43.3535448916408,76.14,0.36,25.0,5.121484375000002,25.0
HRH4_HUMAN,10.69,78.03,34.0190262751159,59.35799999999999,0.82,75.0,10.246972477064215,63.612,8.37,83.33,50.267295208655305,78.40799999999999,13.86,88.73,50.615378670788196,75.694,15.22,84.51,44.39510046367845,68.75999999999999,12.67,71.22,22.13233384853169,51.26800000000001,6.87,85.71,43.74642967542496,70.96000000000001,0.52,50.0,5.485731225296447,27.334000000000003
HRH4_MOUSE,10.95,85.5,33.61936630602782,62.26800000000001,0.48,87.5,10.866224677716389,72.5,8.87,92.45,50.83833075734158,80.054,14.36,88.73,51.2857496136012,79.814,14.35,84.51,42.96064914992273,67.776,11.33,82.27,20.962890262751205,54.33,6.87,97.96,44.36551777434317,74.696,,,,
HRH4_RAT,10.68,85.5,33.30455950540959,61.516,0.48,75.0,9.936885245901644,62.5,8.47,92.45,50.25975270479139,79.13399999999999,12.87,88.73,49.499289026275065,77.31400000000001,14.59,76.92,42.95510046367857,65.378,10.67,82.27,21.16547140649151,54.104,7.25,97.96,43.95547140649157,75.104,,,,
KISSR_HUMAN,12.44,72.79,37.09958268933547,53.182,1.98,45.71,18.02392446633834,43.982,9.84,73.33,50.93607418856262,72.66399999999999,13.37,98.61,53.679041731066654,76.112,15.58,73.42,43.83114374034006,62.95399999999999,10.2,90.79,31.842766615146775,56.314,6.87,82.98,40.06876352395665,62.414,1.96,34.09,12.53046125461252,30.582
KISSR_RAT,12.33,72.79,37.411051004636796,55.044,1.91,54.17,20.522079866888532,50.36600000000001,8.79,70.77,46.7651468315301,66.394,13.37,98.61,53.76162287480694,76.006,15.79,73.42,45.10469860896439,65.416,10.61,90.79,31.9934466769706,56.894000000000005,6.11,82.98,40.24024729520856,61.988,1.54,37.21,13.692118959107832,37.21
LPAR1_HUMAN,10.71,93.78,35.62398763523956,71.146,1.96,91.67,22.761341059602653,75.002,10.0,98.59,39.91137557959808,67.19200000000001,12.72,93.06,41.479829984544075,80.6,12.83,98.51,45.197202472952014,83.044,10.67,61.76,32.26027906976734,61.760000000000005,7.25,70.83,41.596155038759655,64.47200000000001,1.04,43.48,16.657504690431505,40.032
LPAR1_MOUSE,10.84,93.78,35.439180834621304,69.72200000000001,1.92,91.67,23.236135986732993,71.66600000000001,10.0,98.59,40.22112828438946,67.47200000000001,11.32,88.89,39.484683153013854,77.89399999999999,14.1,84.51,45.638948995363336,77.818,10.67,61.76,32.26027906976734,61.760000000000005,7.25,70.83,41.596155038759655,64.47200000000001,1.04,43.48,16.657504690431505,40.032
LPAR1_RAT,10.91,86.72,35.422395672333785,68.102,1.92,91.67,21.97784053156147,67.502,10.25,58.11,38.422241112828495,55.634,12.72,93.06,42.25089644513136,79.67,12.83,98.51,44.98622874806796,83.626,10.67,61.76,32.26027906976734,61.760000000000005,7.25,70.83,41.596155038759655,64.47200000000001,1.04,43.48,16.657504690431505,40.032
LPAR2_HUMAN,10.71,61.21,35.227666151468334,58.688,1.06,50.0,18.700783333333362,46.44,8.37,72.22,48.10986089644515,69.63,10.85,85.71,37.929428129829994,72.79999999999998,14.98,70.42,43.697975270479155,66.08800000000001,10.98,61.76,33.411931993817646,58.81999999999999,4.58,66.67,39.12627511591963,63.334,0.39,34.62,15.721525735294101,34.104
LPAR3_HUMAN,10.73,60.72,35.96180834621329,58.040000000000006,1.44,47.62,16.420435510887813,44.724000000000004,8.4,67.86,47.02550231839262,67.86,11.36,71.05,40.69749613601235,66.416,13.27,86.57,46.13224111282836,80.002,9.34,56.72,31.208778979907283,55.19,6.11,70.83,42.91329211746523,68.332,2.6,46.67,17.391268382352923,43.998000000000005
LPAR4_HUMAN,11.45,72.45,36.334250386398764,57.160000000000004,2.38,40.0,18.086142384105948,40.0,7.95,82.46,46.71417310664603,71.55999999999999,12.87,87.32,51.73945820433435,75.24,17.16,75.31,38.6137248840803,58.33,8.96,87.88,35.54400309119016,69.054,6.11,66.04,37.09740340030909,59.456,1.37,37.93,15.717124542124495,34.529999999999994
LPAR4_MOUSE,11.72,72.45,35.608871715610505,55.64399999999999,2.29,34.21,13.223996627318709,31.82,9.21,82.46,45.47613601236478,70.636,12.87,87.32,51.73945820433435,75.24,16.56,75.31,39.88720247295207,59.584,8.96,87.88,35.29792890262749,64.988,6.77,66.04,33.034173106646,56.226,1.54,45.83,15.582436823104697,44.166
LPAR5_HUMAN,11.18,50.13,36.44349304482225,49.018,1.06,61.54,15.774196891191707,54.656000000000006,8.79,69.64,48.70080370942817,69.104,14.88,73.24,53.56037094281296,70.952,15.13,55.56,40.40020092735702,53.052,7.89,61.9,32.32219474497681,57.382000000000005,7.25,60.42,40.149613601236474,57.10600000000001,2.22,42.31,15.036436363636343,39.316
LPAR6_HUMAN,11.16,58.76,36.45398763523961,55.712,0.41,62.5,10.2578171641791,57.5,8.79,80.0,49.38868624420401,72.196,13.37,87.32,54.777465224111324,81.318,14.41,58.14,38.442519319938135,54.724000000000004,9.2,68.75,34.35003091190106,61.144000000000005,7.14,50.85,32.671004636785206,50.17,1.02,52.94,15.691882998171849,51.763999999999996
LSHR_HUMAN,13.98,55.01,21.183848531684696,40.968,0.61,20.85,5.134451827242518,19.101999999999997,8.3,51.55,13.512828438948974,34.343999999999994,13.49,70.93,41.21557959814528,65.666,13.22,97.1,43.65499227202472,78.82000000000001,8.12,94.12,30.64724884080371,80.67999999999999,7.92,98.36,36.3559969088099,69.70400000000001,1.08,61.76,16.32513661202184,39.571999999999996
LSHR_RAT,12.99,55.01,20.812952086553317,40.602,0.57,23.08,4.170132669983414,18.294,8.97,51.55,14.156027820710992,36.746,14.08,73.49,41.94466769706335,67.91600000000001,12.78,97.1,41.88840803709432,77.138,8.12,94.12,30.142565687789734,78.72,7.55,98.36,36.06466769706337,69.686,1.08,61.76,15.635709090909096,38.3
LT4R1_HUMAN,10.02,69.65,36.548732612055645,54.562,,,,,9.21,75.0,46.02610510046368,65.228,13.86,95.77,53.8351622874807,75.654,15.52,80.82,42.88709428129834,60.977999999999994,8.19,69.84,31.99573415765069,55.35799999999999,4.49,60.38,39.62061823802155,58.06,1.56,43.75,15.015970695970692,39.998000000000005
LT4R1_MOUSE,10.86,69.65,37.66381761978359,55.157999999999994,0.51,50.0,11.832295373665477,46.668,7.66,75.0,49.280170015455965,70.712,13.86,95.77,52.78037094281304,74.902,16.02,80.82,45.19389489953628,63.1,8.57,69.84,33.2039876352397,61.83200000000001,6.06,60.0,41.16295208655338,57.144000000000005,2.73,35.29,13.845868372943306,35.26
LT4R2_HUMAN,10.26,51.73,34.407434312210185,48.242000000000004,1.61,47.37,17.758261589404007,46.468,6.25,55.93,37.82001545595055,55.242000000000004,14.08,70.42,51.536676970633856,67.70400000000001,13.55,58.11,42.034652241112845,56.698,8.19,58.06,31.28329211746518,53.315999999999995,5.99,57.41,35.88979907264294,54.426,1.71,37.5,12.778099630996302,32.238
MC3R_HUMAN,10.68,83.73,34.878778979907295,73.944,3.17,43.33,19.182483443708602,41.71999999999999,7.11,83.33,46.58089644513144,80.20199999999998,13.66,96.15,45.90207109737263,88.076,12.11,98.08,38.751021671826614,86.538,8.78,95.59,31.079242658423517,69.148,6.11,97.56,42.25967542503865,77.94399999999999,,,,
MC3R_MOUSE,10.12,83.73,34.497697063369415,73.164,1.91,54.55,20.186063122923585,50.910000000000004,6.94,77.27,42.33346213292125,67.53999999999999,13.95,96.15,45.91088235294124,84.846,12.56,98.08,38.13986089644513,89.232,8.4,95.59,30.892318392581164,69.188,6.11,97.56,42.35250386398762,78.41,,,,
MC3R_RAT,10.14,83.08,34.15258114374036,71.376,1.35,68.18,19.298242122719763,56.366,7.85,77.27,43.26497681607422,68.49,13.95,96.15,45.91088235294124,84.846,12.11,98.08,38.751021671826614,86.538,8.4,78.57,29.82052550231845,65.604,6.84,81.4,39.307171561051035,71.638,,,,
MC4R_HUMAN,10.68,92.79,34.107557959814464,77.908,1.59,80.56,16.246919275123535,53.334,7.53,81.82,47.34886821705428,73.34,13.37,77.5,39.88344186046506,74.75,12.56,92.31,39.105116279069826,83.076,10.55,77.27,31.296197836166908,67.224,7.25,95.83,44.9130448222566,85.416,,,,
MC4R_MOUSE,11.09,98.49,33.86018547140648,79.66,1.91,94.44,15.997056856187251,57.778,7.53,81.82,47.34886821705428,73.34,13.37,77.5,39.88344186046506,74.75,12.56,92.31,39.105116279069826,83.076,9.49,98.46,31.27332302936626,78.96799999999999,8.02,95.83,43.29517774343121,84.166,,,,
MC4R_RAT,10.93,98.49,33.7292117465224,79.53999999999999,1.91,94.44,15.32239999999998,58.938,7.53,81.82,47.34886821705428,73.34,13.37,77.5,39.88344186046506,74.75,12.56,92.31,39.105116279069826,83.076,9.49,98.46,31.112086553323024,78.378,7.63,95.83,42.82531684698596,84.166,,,,
MC5R_HUMAN,10.57,76.38,34.961731066460615,74.17999999999999,0.8,42.86,17.944295190713117,41.962,7.95,83.33,46.041808346213344,78.412,14.63,98.72,45.74664605873272,85.78400000000002,12.56,92.31,40.353044822256564,90.002,9.12,84.62,29.272890262751144,73.426,7.25,85.42,44.32196290571876,81.25,,,,
MC5R_MOUSE,10.34,76.38,35.13043276661518,68.78999999999999,1.96,56.52,21.950612582781485,54.510000000000005,7.95,74.19,42.62272024729515,66.252,14.15,98.72,45.01737248840805,86.30199999999999,12.11,76.79,37.717681607418896,74.644,10.18,67.61,33.155285935084976,63.6,8.02,85.42,44.30072642967542,79.584,,,,
MCHR1_HUMAN,12.09,74.3,31.901638330757347,57.489999999999995,1.75,29.82,11.391187290969912,27.685999999999996,11.67,51.43,28.59584234930444,46.736000000000004,10.78,90.54,48.1772600619194,75.858,18.82,67.05,41.52156346749231,63.474000000000004,9.42,65.08,33.19659442724459,61.188,5.7,97.5,39.74814528593509,80.6,0.36,41.18,14.741828571428558,41.18
MCHR1_MACMU,10.9,80.15,35.12004636785168,61.476,1.49,26.47,10.571046511627932,24.52,8.61,95.16,43.500355486862446,71.252,11.88,98.61,49.92438948995361,84.27000000000001,17.67,67.05,44.862043343653255,62.624,10.26,64.29,33.79868421052621,58.81,6.46,97.67,42.758624420401866,81.586,0.36,41.18,14.741828571428558,41.18
MCHR1_MOUSE,10.88,74.3,36.0835548686244,63.584,0.77,55.56,18.914540901502498,47.664,8.86,95.16,42.64863987635244,71.928,10.78,90.54,48.1772600619194,75.858,18.82,67.05,41.52156346749231,63.474000000000004,9.42,65.08,33.19659442724459,61.188,6.08,97.5,39.817681607418855,81.056,0.36,41.18,14.741828571428558,41.18
MCHR1_RAT,10.52,80.15,37.506383307573394,63.946000000000005,2.29,57.14,19.762757475083085,54.284000000000006,9.5,75.0,40.90547140649158,64.586,11.39,98.61,50.40066460587339,84.286,17.67,67.05,44.862043343653255,62.624,10.26,64.29,33.79868421052621,58.81,6.84,97.67,42.82749613601238,82.402,0.36,41.18,14.741828571428558,41.18
MCHR2_HUMAN,11.54,50.0,36.45364760432768,48.55800000000001,3.12,44.44,18.441627906976727,42.660000000000004,7.14,66.67,45.57421947449768,65.16400000000002,12.38,69.44,50.7442194744976,67.044,16.74,58.67,44.00757341576505,58.67,9.42,56.72,32.63621329211749,55.33399999999999,5.34,58.33,35.1672642967542,57.226,0.38,52.94,15.624065335753153,51.763999999999996
MRGX1_HUMAN,10.11,57.18,34.19038639876356,51.374,0.96,71.43,17.805474209650587,56.19000000000001,8.3,64.29,45.13517774343118,63.77,11.27,67.12,45.34655332302922,60.936,14.78,54.05,38.43938176197832,51.232000000000006,8.3,69.09,29.296290571870177,60.534000000000006,5.32,58.82,39.35967542503862,57.234,1.37,44.44,12.451247706422002,44.44
MRGX1_MOUSE,9.68,81.98,33.71933539412673,56.29600000000001,0.96,71.43,16.740250417362297,52.50599999999999,7.82,73.58,46.477681607418866,69.41999999999999,11.27,87.01,37.379876352395634,59.396,12.83,80.0,40.01370942812992,63.056,9.41,96.08,32.254992272024715,64.87,4.18,95.92,37.73018547140641,63.727999999999994,0.52,76.47,15.63329113924051,59.998000000000005
MRGX1_RAT,9.35,81.98,34.04945904173103,56.36400000000001,0.82,47.62,16.81217905405406,43.965999999999994,7.56,73.58,45.91318392581143,68.05,10.65,87.01,39.89540958268934,62.932,13.39,80.0,41.13693972179297,62.379999999999995,9.8,96.08,31.45285935085001,64.036,4.56,95.92,37.527557959814494,63.708000000000006,0.38,76.47,13.630379746835441,52.94200000000001
MRGX2_HUMAN,9.81,53.44,32.897449768160776,49.160000000000004,1.35,61.9,18.411869782971635,54.28399999999999,7.79,70.91,48.85573415765076,70.546,10.34,50.0,35.04737248840791,47.501999999999995,13.45,60.56,39.12863987635238,54.814,8.3,66.1,27.3752395672334,52.288,6.37,58.49,38.524204018547046,56.977999999999994,1.08,52.94,14.755018656716418,44.708
MSHR_HUMAN,10.49,73.8,33.90094281298299,62.548,1.03,41.94,18.99056291390737,40.733999999999995,6.69,69.49,42.66120556414223,69.05600000000001,12.67,93.59,42.295208655332345,74.38,13.39,73.21,42.77576506955179,63.798,10.22,76.06,29.971761978361663,60.03800000000001,6.87,86.49,40.164265842349316,73.43,,,,
MSHR_MOUSE,9.94,73.8,33.97605873261206,62.922000000000004,1.53,47.83,18.83176276771005,44.85799999999999,7.44,69.49,43.95853168469868,65.904,13.12,93.59,42.7850695517774,74.38,12.05,73.21,38.65316846986089,62.05,9.49,76.06,30.26409582689337,68.066,6.87,86.49,41.572442040185415,71.766,,,,
